SAMPLE_NO,STATION_NO,STN_NO_NM_LOC,Station Type,SAMPLE_DATETIME,SAMPLE_DATETIME,M_LATITUDE,LONGITUDE,M_LONGITUDE,Secchi Flag,secchi.m,Chloro Flag,chla.ug.L,TP Flag,TP.mg.L,Ammonia flag,Ammonia (NH3-N) mg/L,NO2NO3 flag,Nitrate+Nitrite (NO3+NO2 -N) mg/L,Nitrate flag,Nitrate (NO3 -N) mg/L,Nitrite flag,Nitrite (NO2 -N) mg/L,TKN flag,Total Kjeldahl Nitrogen (TKN)  mg/L,TN.mg.L,TP(mg/L),TN:TP,MC,1.0 m Water Temp DegC,Perimeter (km),Surface area (km2),Volume (million m3),Maximum depth (m),Mean depth (m),Drainage basin area (km2),mean annual inflow (million m3),< or > ,Water residence time (yrs),Watershed vs lake surface area ratio,Natural region,Sub-region,Physiographic Regions
06SWE10712               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2006,27-Aug-06 16:42,55.102780,-117.537500,117.537500,,0.75,,297,,0.758,,,,,,,,,,,,,,1.45,,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
07SWE10554               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2007,11-Jul-07 10:00,55.102780,-117.537500,117.537500,,1.25,,75.9,,0.104,,0.024,L,0.005,,,,0.001,,2.11,2.115,,,0.85,19.03,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
07SWE10708               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2007,24-Aug-07 10:00,55.102780,-117.537500,117.537500,,0.8,,110,,0.338,,0.035,,0.006,,,,0.001,,2.65,2.656,,,1.79,16.50,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
07SWE10799               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2007,21-Sep-07 08:30,55.102780,-117.537500,117.537500,,1.1,,82.3,,0.162,,0.057,,0.07,,,,0.002,,1.77,1.84,,,0.22,12.14,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
08SWE09459               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2008,26-Jun-08 08:40,55.102780,-117.537500,117.537500,,4,,6.08,,0.038,,,,,,,,,,,,,,0.07,13,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
08SWE09471               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2008,17-Jul-08 09:10,55.102780,-117.537500,117.537500,,1,,58.1,,0.087,,,,,,,,,,,,,,0.18,15,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
08SWE01858               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2008,07-Aug-08 08:10,55.102780,-117.537500,117.537500,,0.07,,73,,0.134,,,,,,,,,,,,,,0.07,19,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
08SWE02319               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2008,27-Aug-08 08:00,55.102780,-117.537500,117.537500,,1.25,,57.4,,0.278,,,,,,,,,,,,,,0.55,15,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
08SWE09491               ,AB07GH0220,STURGEON LAKE - MAIN BASIN COMPOSITE (AB07GH0220),Lake,2008,10-Sep-08 09:30,55.102780,-117.537500,117.537500,,1.5,,46.5,,0.273,,,,,,,,,,,,,,1.03,11,49.78,49.10,266,9.5,5.4,571.00,46.5,,6.5,11.63,Boreal,Dry Mixedwood,Northern Alberta Lowlands
06SWE10502               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2006,02-Aug-06 10:45,52.350000,-114.166670,114.166670,,4.5,,5.33,,0.016,,0.012,L,0.005,,,,,,0.66,0.665,,,0.07,20.00,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
06SWE10715               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2006,28-Aug-06 16:00,52.350000,-114.166670,114.166670,,3.5,,6.8,,0.027,,0.022,L,0.005,,,,,,0.73,0.735,,,0.07,19.53,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
06SWE10974,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2006,19-Sep-06 13:30,52.350000,-114.166670,114.166670,,2.2,,13.1,,0.029,,0.007,L,0.005,,,,,,0.75,0.755,,,0.07,14.06,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
08SWE01443               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2008,08-Jul-08 11:00,52.350000,-114.166670,114.166670,,7.3,,1.48,,0.012,,,L,0.006,L,0.006,L,0.002,,0.57,0.576,,,0.07,18.93,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
08SWE01881               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2008,11-Aug-08 12:15,52.350000,-114.166670,114.166670,,4.3,,3.11,,0.018,,,,0.006,,0.006,L,0.002,,0.62,0.626,,,0.07,19.47,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
08SWE02493               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2008,15-Sep-08 12:00,52.350000,-114.166670,114.166670,,4.6,,5.04,,0.016,,,L,0.006,L,0.006,L,0.002,,0.58,0.586,,,0.08,16.09,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
09SWE08104               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2009,12-Jun-09 08:45,52.350000,-114.166670,114.166670,,4.3,,2.62,,0.024,,0.012,L,0.005,,,,,,0.62,0.625,,,0.11,13.41,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
09SWE08238               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2009,03-Jul-09 09:10,52.350000,-114.166670,114.166670,,5.75,,1.79,,0.021,,0.006,,0.012,,,,,,0.62,0.632,,,0.09,15.94,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
09SWE08470               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2009,28-Jul-09 09:30,52.350000,-114.166670,114.166670,,4,,2.48,,0.017,,0.01,L,0.005,,,,,,0.63,0.635,,,0.11,20.55,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
09SWE08608               ,AB05CC0700,SYLVAN LAKE - COMPOSITE (AB05CC0700),Lake,2009,20-Aug-09 09:15,52.350000,-114.166670,114.166670,,4.75,,3.44,,0.018,,0.01,L,0.005,,,,,,0.65,0.655,,,0.13,18.13,36.54,42.80,412,18.3,9.6,102.00,6.54,>,100,2.38,Boreal,Dry Mixedwood,Western Alberta Plains
07SWE02236               ,AB07BB0250,THUNDER LAKE - COMPOSITE (AB07BB0250),Lake,2007,16-Jul-07 11:30,54.150000,-114.750000,114.750000,,1.3,,43,,0.071,,0.089,,0.008,,0.006,,0.002,,2.45,2.458,,,0.07,24.57,29.68,7.03,21.2,6.1,3,20.70,1.37,>,100,2.94,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE02847               ,AB07BB0250,THUNDER LAKE - COMPOSITE (AB07BB0250),Lake,2007,28-Aug-07 10:30,54.150000,-114.750000,114.750000,,0.6,,95.8,,0.491,,0.045,L,0.006,L,0.006,L,0.002,,3.35,3.356,0.491,6.83503055,14.74,15.29,29.68,7.03,21.2,6.1,3,20.70,1.37,>,100,2.94,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE03149               ,AB07BB0250,THUNDER LAKE - COMPOSITE (AB07BB0250),Lake,2007,24-Sep-07 09:45,54.150000,-114.750000,114.750000,,0.6,,80.9,,0.136,,0.033,L,0.006,L,0.006,L,0.002,,3.4,3.406,0.136,25.04411765,8.81,11.63,29.68,7.03,21.2,6.1,3,20.70,1.37,>,100,2.94,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE08221               ,AB07BB0250,THUNDER LAKE - COMPOSITE (AB07BB0250),Lake,2009,27-Jun-09 09:00,54.150000,-114.750000,114.750000,,0.5,,28.1,,0.119,,0.24,,0.011,,,,,,4.07,4.081,0.119,34.29411765,5.72,17.35,29.68,7.03,21.2,6.1,3,20.70,1.37,>,100,2.94,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE08346               ,AB07BB0250,THUNDER LAKE - COMPOSITE (AB07BB0250),Lake,2009,17-Jul-09 08:35,54.150000,-114.750000,114.750000,,0.75,,48.6,,0.073,,0.027,,0.039,,,,,,2.83,2.869,0.073,39.30136986,8.46,20.93,29.68,7.03,21.2,6.1,3,20.70,1.37,>,100,2.94,Boreal,Central Mixedwood,Eastern Alberta Plains
09SWE08653               ,AB07BB0250,THUNDER LAKE - COMPOSITE (AB07BB0250),Lake,2009,29-Aug-09 10:10,54.150000,-114.750000,114.750000,,0.7,,42.9,,0.143,,0.055,L,0.005,,,,,,4.16,4.165,0.143,29.12587413,6.82,18.9,29.68,7.03,21.2,6.1,3,20.70,1.37,>,100,2.94,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08295               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2006,15-Jul-06 13:24,54.536110,-110.630560,110.630560,,1.75,,15,,0.05,,0.014,,0.005,,,,,,1.04,1.045,,,0.07,20.97,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08509               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2006,01-Aug-06 14:17,54.536110,-110.630560,110.630560,,1.25,,29.5,,0.075,,0.019,L,0.005,,,,,,1.22,1.225,,,0.07,20.80,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08724               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2006,22-Aug-06 14:16,54.536110,-110.630560,110.630560,,0.75,,46.7,,0.095,,0.019,L,0.005,,,,,,1.6,1.605,,,0.07,20.17,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
06SWE08834               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2006,06-Sep-06 13:20,54.536110,-110.630560,110.630560,,0.75,,43.8,,0.106,,0.017,L,0.005,,,,,,1.69,1.695,,,0.07,19.29,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE08974               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2007,11-Jul-07 15:30,54.536110,-110.630560,110.630560,,1,,17.1,,0.049,,0.016,L,0.005,,,,,,1.15,1.155,,,0.07,20.94,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09413               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2007,31-Aug-07 11:00,54.536110,-110.630560,110.630560,,0.35,,98.3,,0.104,,0.015,,0.005,,,,,,2.01,2.015,,,0.07,16.81,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
07SWE09759               ,AB06AC0740,TUCKER LAKE - COMPOSITE (AB06AC0740),Lake,2007,19-Sep-07 13:15,54.536110,-110.630560,110.630560,,0.7,,63.1,,0.108,,0.071,,0.021,,,,,,1.59,1.611,,,0.10,12.83,16.77,6.65,19,7.5,2.9,312.00,15,,1.5,46.92,Boreal,Central Mixedwood,Eastern Alberta Plains
08SWL42311               ,AB05AF0010,TYRRELL LAKE - COMPOSITE (AB05AF0010),Lake,2008,06-Aug-08 09:00,49.383330,-112.266670,112.266670,,1.3,,14.6,,0.32,,0.13,,0.39,,0.37,,0.02,,1.4,1.79,,,1.19,19.83,15.53,3.99,14.9,6.1,3.8,122.00,1.06,,,30.58,Grassland,Mixed Grass,Western Alberta Plains
05SWE01497               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2005,29-Jun-05 10:30,50.616670,-115.150000,115.150000,,4.5,,1.9,,0.0067,,,,,,,,,,,,,,0.07,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
05SWE01822               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2005,25-Jul-05 10:00,50.616670,-115.150000,115.150000,,5,,1.3,,0.0049,,,,,,,,,,,,,,0.07,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
05SWE03309               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2005,21-Sep-05 09:30,50.616670,-115.150000,115.150000,,6.75,,2,,0.0042,,,,,,,,,,,,,,0.07,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
06SWE10341,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2006,22-Jul-06 12:22,50.616670,-115.150000,115.150000,,6.9,,1.3,,0.008,,,,0.015,,,,,,0.06,0.075,,,0.27,16.51,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
06SWE10599,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2006,18-Aug-06 14:18,50.616670,-115.150000,115.150000,,7.5,,1.56,,0.006,,,,0.006,,,,,,0.05,0.056,,,0.07,15.11,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
06SWE10814,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2006,07-Sep-06 14:07,50.616670,-115.150000,115.150000,,8.1,,1.61,,0.006,,,L,0.005,,,,,,0.05,0.055,,,0.07,14.79,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
06SWE11040,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2006,26-Sep-06 14:26,50.616670,-115.150000,115.150000,,6,,1.94,,0.006,,,L,0.005,,,,,,0.05,0.055,,,0.09,11.11,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
07SWE02405               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2007,24-Jul-07 14:20,50.616670,-115.150000,115.150000,,3.55,,1.87,,0.013,,,,,,,,,,,,,,0.07,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
07SWE10036               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2007,07-Aug-07 12:50,50.616670,-115.150000,115.150000,,5,,1.21,,0.009,,,,,,,,,,,,,,0.62,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
07SWE10060               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2007,21-Aug-07 16:00,50.616670,-115.150000,115.150000,,3.9,,1.99,,0.012,,,,,,,,,,,,,,0.13,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
07SWE10071               ,AB05BF0160,UPPER KANANASKIS LAKE - COMPOSITE (AB05BF0160),Reservoir,2007,18-Sep-07 10:00,50.616670,-115.150000,115.150000,,5.25,,2.98,,0.008,,,,,,,,,,,,,,0.09,,-,7.80,245,108,32,139.00,102,,1.6,17.82,Rocky Mountain,Subalpine,Rocky Mountain
05SWE01661               ,AB05DE0630,WABAMUN LAKE - EAST BASIN COMPOSITE (AB05DE0630),Lake,2005,21-Jul-05 11:15,53.540270,-114.531390,114.531390,,1.4,,8.8,,0.0371,,0.02,L,0.003,L,0.003,L,0.003,,0.79,0.793,,,0.11,18.95,73.71,81.80,513,11,6.3,259.00,13.1,>,100,3.17,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE02216               ,AB05DE0630,WABAMUN LAKE - EAST BASIN COMPOSITE (AB05DE0630),Lake,2005,16-Aug-05 14:00,53.540270,-114.531390,114.531390,,,,10.7,,0.026,,0.02,L,0.003,L,0.003,L,0.003,,0.72,0.723,,,0.13,,73.71,81.80,513,11,6.3,259.00,13.1,>,100,3.17,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE02990               ,AB05DE0630,WABAMUN LAKE - EAST BASIN COMPOSITE (AB05DE0630),Lake,2005,15-Sep-05 13:30,53.540270,-114.531390,114.531390,,1.9,,16.2,,0.027,,0.02,L,0.003,L,0.003,L,0.003,,1.11,1.113,,,0.11,,73.71,81.80,513,11,6.3,259.00,13.1,>,100,3.17,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE01666               ,AB05DE0620,WABAMUN LAKE - WEST BASIN COMPOSITE (AB05DE0620),Lake,2005,21-Jul-05 13:00,53.555560,-114.686390,114.686390,,1.2,,14.4,,0.0457,,0.02,L,0.003,L,0.003,L,0.003,,0.83,0.833,,,0.09,19.24,73.71,81.80,513,11,6.3,259.00,13.1,>,100,3.17,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE02196               ,AB05DE0620,WABAMUN LAKE - WEST BASIN COMPOSITE (AB05DE0620),Lake,2005,16-Aug-05 11:00,53.555560,-114.686390,114.686390,,2,,16.9,,0.035,,0.07,,0.005,,0.005,L,0.003,,0.85,0.855,,,0.30,,73.71,81.80,513,11,6.3,259.00,13.1,>,100,3.17,Boreal,Dry Mixedwood,Eastern Alberta Plains
05SWE02988               ,AB05DE0620,WABAMUN LAKE - WEST BASIN COMPOSITE (AB05DE0620),Lake,2005,15-Sep-05 10:30,53.555560,-114.686390,114.686390,,2,,27,,0.035,,0.06,L,0.003,L,0.003,L,0.003,,1.17,1.173,,,0.12,,73.71,81.80,513,11,6.3,259.00,13.1,>,100,3.17,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE08096               ,AB05EC0890,WAKOMOA LAKE - COMPOSITE (AB05EC0890),Lake,2009,11-Jun-09 09:00,54.169170,-113.554170,113.554170,,1.7,,2.47,,0.128,,0.088,,0.418,,,,,,2.54,2.958,,,0.13,17.72,,3.88,,,,227.48,,,,58.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE08232               ,AB05EC0890,WAKOMOA LAKE - COMPOSITE (AB05EC0890),Lake,2009,02-Jul-09 08:45,54.169170,-113.554170,113.554170,,1.8,,2.52,,0.126,,0.071,,0.016,,,,,,2.32,2.336,,,0.24,17.27,,3.88,,,,227.48,,,,58.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE08357               ,AB05EC0890,WAKOMOA LAKE - COMPOSITE (AB05EC0890),Lake,2009,22-Jul-09 08:20,54.169170,-113.554170,113.554170,,1.25,,68.2,,0.138,,0.042,,0.039,,,,,,3.48,3.519,,,0.27,21.58,,3.88,,,,227.48,,,,58.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
09SWE08503               ,AB05EC0890,WAKOMOA LAKE - COMPOSITE (AB05EC0890),Lake,2009,13-Aug-09 08:40,54.169170,-113.554170,113.554170,,0.4,,156,,0.323,,0.061,L,0.005,,,,,,5.88,5.885,,,1.82,18.37,,3.88,,,,227.48,,,,58.68,Boreal,Dry Mixedwood,Eastern Alberta Plains
07SWE08894               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2007,04-Jul-07 14:15,53.359170,-111.612780,111.612780,,0.3,,1.89,,1.44,,0.084,,,,,,,,2.13,,,,0.40,23.18,-,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
07SWE09292               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2007,28-Aug-07 11:00,53.359170,-111.612780,111.612780,,0.5,,2.78,,1.53,,0.049,,0.041,,,,,,2.11,2.151,,,1.70,14.34,-,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
07SWE09493               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2007,27-Sep-07 15:00,53.359170,-111.612780,111.612780,,0.5,,6.37,,1.69,,0.084,,0.06,,,,,,2.4,2.46,,,0.68,9.95,-,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE08161               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2008,20-Jun-08 14:09,53.359170,-111.612780,111.612780,,0.5,,3.58,,1.7,,0.117,,0.053,,,,,,2.71,2.763,,,0.46,20.55,,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE08310               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2008,17-Jul-08 09:51,53.359170,-111.612780,111.612780,,0.3,,17.6,,1.75,,0.052,,0.067,,,,,,2.28,2.347,,,1.71,18.19,,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE08448               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2008,16-Aug-08 08:55,53.359170,-111.612780,111.612780,,0.6,,23.7,,1.69,,0.025,,0.009,,,,,,2.36,2.369,,,2.96,18.25,,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE11691               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2008,13-Sep-08 08:45,53.359170,-111.612780,111.612780,,0.4,,85.6,,1.85,,0.057,,0.033,,,,,,3.48,3.513,,,0.34,13.53,,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
08SWE11709               ,AB05EE2060,WAPASU LAKE - COMPOSITE (AB05EE2060),Lake,2008,25-Sep-08 14:15,53.359170,-111.612780,111.612780,,0.6,,3.26,,1.86,,0.28,,0.084,,,,,,3.26,3.344,,,0.82,10.53,,,,,,,,,,,Parkland,Central Parkland,Eastern Alberta Plains
05SWE08155               ,AB06AA0255,WHITEFISH LAKE COMPOSITE,Lake,2005,19-Jun-05 14:05,54.366670,-111.891670,111.891670,,7.4,,2.5,,0.023,,0.012,,0.016,,,,0.002,,0.92,0.936,,,0.14,,28.07,30.38,,42.7,13.3,845.54,,,,27.83,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08410               ,AB06AA0255,WHITEFISH LAKE COMPOSITE,Lake,2005,10-Jul-05 08:35,54.366670,-111.891670,111.891670,,6.6,,2.6,,0.022,,0.012,L,0.005,,,L,0.001,,0.99,0.995,,,0.08,18.58,28.07,30.38,,42.7,13.3,845.54,,,,27.83,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08688               ,AB06AA0255,WHITEFISH LAKE COMPOSITE,Lake,2005,31-Jul-05 09:25,54.366670,-111.891670,111.891670,,7.6,,3.8,,0.019,,0.012,L,0.005,,,L,0.001,,0.94,0.945,,,0.07,18.70,28.07,30.38,,42.7,13.3,845.54,,,,27.83,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE08975               ,AB06AA0255,WHITEFISH LAKE COMPOSITE,Lake,2005,20-Aug-05 14:30,54.366670,-111.891670,111.891670,,4,,7,,0.027,,0.012,L,0.005,,,L,0.001,,0.97,0.975,,,0.11,15.59,28.07,30.38,,42.7,13.3,845.54,,,,27.83,Boreal,Central Mixedwood,Eastern Alberta Plains
05SWE01475               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2005,23-Jun-05 12:35,55.616670,-116.733330,116.733330,,2.2,,16.5,,0.0414,,,L,0.005,,,,,,1.41,1.415,,,0.21,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
05SWE01786               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2005,21-Jul-05 12:05,55.616670,-116.733330,116.733330,,1.75,,15.5,,0.0537,,,,0.01,,,,,,1.38,1.39,,,0.50,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
05SWE01970               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2005,04-Aug-05 09:49,55.616670,-116.733330,116.733330,,1.5,,36.5,,0.0716,,,L,0.005,,,,,,1.52,1.525,,,0.76,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
05SWE02421               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2005,24-Aug-05 10:00,55.616670,-116.733330,116.733330,,1,,22.4,,0.0583,,,,0.008,,,,,,1.9,1.908,,,0.56,15.49,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
05SWE02837               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2005,01-Sep-05 10:00,55.616670,-116.733330,116.733330,,1.4,,42,,0.0641,,,L,0.005,,,,,,1.93,1.935,,,0.29,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
06SWE10039               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2006,19-Jun-06 11:34,55.616670,-116.733330,116.733330,,0.75,,58.5,,0.058,,,,,,,,,,,,,,0.07,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
06SWE10522               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2006,01-Aug-06 10:15,55.616670,-116.733330,116.733330,,1.7,,28.1,,0.156,,,,,,,,,,,,,,0.59,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
06SWE10677               ,AB07BF0110,WINAGAMI LAKE - COMPOSITE (AB07BF0110),Lake,2006,22-Aug-06 10:35,55.616670,-116.733330,116.733330,,1.75,,119,,0.172,,,,,,,,,,,,,,1.12,,80.34,46.70,80.7,4.7,1.7,221.00,13.3,,1.5,4.73,Boreal,Dry Mixedwood,Northern Alberta Lowlands
